,StreetNum,StreetName,ZipCode,Lat,Long,PickupType,Grade,Geocode,NeighborhoodSafetyScore,MaxWalk,AssignedSchool,CurrentSchoolStart,CurrentSchoolEnd,SchoolAddress,SchoolLat,SchoolLong,StopFlex,NewLat,NewLong
1837,35,BENNINGTON ST,2128,42.375266,-71.037526,Corner,5,25025050700,3,0.4,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.4,42.376359999999998,-71.033969999999997
1838,35,ELDRIDGE RD,2130,42.29218,-71.1151,Corner,3,25025110103,3,0.3,Curt Schilling School,9:30:00 AM,4:10:00 PM,"95 Beechcroft St, 02135",42.352125,-71.160745,0.3,42.288559999999997,-71.118080000000006
1839,35,MYRTLEBANK AV,2124,42.28166,-71.05385,Corner,3,25025100700,3,0.5,Smoky Wood School,9:30:00 AM,5:00:00 PM,"302 Walnut Ave, 02119",42.316916,-71.092292,0.5,42.280570000000004,-71.058520000000001
1840,35,EDSON ST,2124,42.28628,-71.07791,Corner,2,25025100300,6,0.4,Marty Barrett School,7:30:00 AM,3:00:00 PM,"189 Glenway St, 02121",42.296597,-71.080657,0.4,42.284440000000004,-71.081669999999988
1841,35,SUNSET HILL RD,2132,42.29006,-71.14415,Corner,4,25025110601,1,0.5,Eddie Collins School,7:30:00 AM,3:00:00 PM,"50 St Mary St, 02215",42.347944,-71.106757,0.5,42.288629999999998,-71.144109999999998
1842,35,EUTAW ST,2128,42.37884,-71.03821,D2D,6,25025050200,5,0.4,Frank Malzone School,8:30:00 AM,4:00:00 PM,"20 Kearsarge Ave, 02119",42.327022,-71.081716,0.0,42.378840000000004,-71.038209999999992
1843,35,STORY ST,2127,42.33332,-71.04273,D2D,6,25025060400,2,0.5,Jim Rice School,8:30:00 AM,3:10:00 PM,"215 Dorchester St, 02127",42.333728,-71.050617,0.0,42.333320000000001,-71.042730000000006
1844,35,BURMAH ST,2126,42.2641,-71.09798,Wheelchair,0,25025101001,4,0.3,Jimmy Piersall School,8:30:00 AM,4:00:00 PM,"35 Baker St, 02132",42.271834,-71.162543,0.0,42.264099999999999,-71.097980000000007
1845,35,JULIAN ST,2125,42.319266,-71.075648,D2D,6,25025090400,6,0.5,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.0,42.319265999999999,-71.075648000000001
1846,35,FAY ST,2118,42.343047,-71.065193,Corner,5,25025071201,6,0.5,Curt Gowdy School,7:30:00 AM,3:00:00 PM,"95 G St, 02127",42.332875,-71.044888,0.5,42.341250000000002,-71.070390000000003
1847,35,CHISWICK RD,2135,42.33862,-71.1503,Corner,6,25025000503,2,0.5,Dom DiMaggio School,8:30:00 AM,4:00:00 PM,"60 Washington St, 02121",42.307152,-71.081162,0.5,42.34008,-71.158209999999997
1848,35,CHANNEL CENTER ST,2210,42.346397,-71.050561,Corner,2,25025061200,6,0.4,Rick Burleson School,7:30:00 AM,3:00:00 PM,"35 Sunnyside St, 02136",42.251551,-71.133338,0.4,42.341720000000002,-71.051150000000007
1849,35,NORWAY PK,2136,42.25011,-71.11356,D2D,0,25025140202,2,0.3,Frank Sullivan School,9:30:00 AM,4:10:00 PM,"174 Ipswich St, 02215",42.346182,-71.094974,0.0,42.250109999999999,-71.113559999999993
1850,35,GLEN RD,2130,42.30877,-71.10278,Corner,5,25025120201,3,0.5,Reggie Smith School,9:30:00 AM,5:00:00 PM,"40 Gordon Ave, 02136",42.256769,-71.127075,0.5,42.301949999999998,-71.10566
1851,35,NAZING ST,2121,42.30696,-71.08609,Corner,6,25025082100,5,0.5,Tim Wakefield School,9:30:00 AM,4:10:00 PM,"85 Olney St, 02121",42.306015,-71.073605,0.5,42.312748999999997,-71.083101999999997
1852,35,GATES ST,2127,42.3327,-71.04841,Corner,4,25025061000,4,0.3,Red Ruffing School,7:30:00 AM,2:10:00 PM,"30 Millstone Rd, 02136",42.233938,-71.132846,0.3,42.334690000000002,-71.046009999999995
1853,35,WORCESTER SQ,2118,42.33605,-71.07434,Corner,3,25025071101,7,0.5,Haywood Sullivan School,9:30:00 AM,4:10:00 PM,"20 Warren St, 02135",42.350354,-71.145582,0.5,42.337429999999998,-71.075209999999998
1854,35,ST JOHN ST,2130,42.3136,-71.11188,D2D,0,25025120400,3,0.3,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.0,42.313600000000001,-71.111879999999999
1855,35,SCHUYLER ST,2121,42.30921,-71.08645,D2D,6,25025082100,5,0.5,Ned Martin School,8:30:00 AM,4:00:00 PM,"50 Beechcroft St, 02135",42.351069,-71.161468,0.0,42.30921,-71.086449999999999
1856,35,ROSEDALE ST,2124,42.29248,-71.07365,D2D,5,25025092300,7,0.5,Ned Martin School,8:30:00 AM,4:00:00 PM,"50 Beechcroft St, 02135",42.351069,-71.161468,0.0,42.292479999999998,-71.073650000000001
1857,35,OAKLAND ST,2135,42.35047,-71.15751,Corner,5,25025000202,2,0.5,Dennis Eckersley School,7:30:00 AM,2:10:00 PM,"75 Malcolm X Blvd, 02120",42.332063,-71.090845,0.5,42.349154999999996,-71.158472000000003
1858,35,HOLYOKE ST,2116,42.34521,-71.07825,Corner,6,25025070700,4,0.5,Reggie Smith School,9:30:00 AM,5:00:00 PM,"40 Gordon Ave, 02136",42.256769,-71.127075,0.5,42.341250000000002,-71.070390000000003
1859,35,BALSAM ST,2124,42.28662,-71.08783,Corner,1,25025100100,6,0.2,Dick O'Connell School,8:30:00 AM,4:00:00 PM,"612 Metropolitan Av, 02136",42.265228,-71.117446,0.2,42.284140000000001,-71.089780000000005
1860,35,WOODWARD ST,2127,42.33107,-71.05599,D2D,6,25025061200,6,0.5,Jim Rice School,8:30:00 AM,3:10:00 PM,"215 Dorchester St, 02127",42.333728,-71.050617,0.0,42.331070000000004,-71.055990000000008
1861,35,ABBOTSFORD ST,2121,42.3141,-71.09137,D2D,5,25025081900,6,0.4,Dave Ferriss School,8:30:00 AM,4:00:00 PM,"150 Newbury St, 02116",42.350546,-71.07797,0.0,42.314100000000003,-71.091369999999998
1862,35,GREENWOOD AV,2136,42.26522,-71.11948,D2D,1,25025140105,2,0.2,Herb Pennock School,7:30:00 AM,2:10:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.0,42.265219999999999,-71.11948000000001
1863,35,SUDAN ST,2125,42.31644,-71.05497,D2D,3,25025091100,3,0.3,Rick Ferrell School,7:30:00 AM,3:00:00 PM,"570 Amer Legion Hwy, 02131",42.286377,-71.107826,0.0,42.31644,-71.054969999999997
1864,35,CROSSTOWN AV,2132,42.26203,-71.16514,D2D,6,25025130402,2,0.5,Joe Mooney School,8:30:00 AM,3:10:00 PM,"77 Lawrence Ave, 02121",42.311055,-71.076481,0.0,42.262029999999996,-71.165140000000008
1865,35,TACOMA ST,2136,42.26866,-71.11271,D2D,3,25025140400,3,0.5,George Lewis School,8:30:00 AM,3:10:00 PM,"10 Fenwood Rd, 02115",42.33392,-71.106364,0.0,42.268659999999997,-71.112709999999993
1866,36,UNION PK,2118,42.34291,-71.07195,Corner,2,25025070500,4,0.4,Billy Goodman School,8:30:00 AM,4:00:00 PM,"20 Child Street, 02130",42.307318,-71.114485,0.4,42.338318000000001,-71.074871000000002
1867,36,THELMA RD,2122,42.2943,-71.05429,Corner,5,25025092101,6,0.5,Jerry Remy School,8:30:00 AM,4:00:00 PM,"315 Mt Vernon St, 02125",42.317753,-71.043822,0.5,42.289970000000004,-71.049730000000011
1868,36,BEACON ST,2108,42.35726,-71.06548,Corner,6,25025020101,2,0.5,Ellis Kinder School,8:30:00 AM,3:10:00 PM,"60 Hawthorne St, 02136",42.28301,-71.126357,0.5,42.351948,-71.071586999999994
1869,36,DRUID ST,2126,42.27671,-71.0749,D2D,1,25025100900,5,0.4,Cy Young School,7:30:00 AM,2:10:00 PM,"655 Metropolitan Av, 02136",42.262783,-71.117881,0.0,42.276709999999994,-71.0749
1870,36,ST MARTIN ST,2129,42.38296,-71.06799,D2D,2,25025040600,3,0.4,Carlton Fisk School,7:30:00 AM,2:10:00 PM,"60 Washington St, 02121",42.307152,-71.081162,0.0,42.382959999999997,-71.067990000000009
1871,36,DRAPER ST,2122,42.30245,-71.06393,Corner,2,25025091700,5,0.3,Bill Lee School,8:30:00 AM,3:10:00 PM,"25 Warren St, 02135",42.349138,-71.145516,0.3,42.301505999999996,-71.067948000000001
1872,36,NAHANT AV,2122,42.288,-71.05315,D2D,3,25025100700,3,0.5,Haywood Sullivan School,9:30:00 AM,4:10:00 PM,"20 Warren St, 02135",42.350354,-71.145582,0.0,42.288000000000004,-71.053150000000002
1873,36,MONUMENT AV,2129,42.37472,-71.062,Corner,5,25025040100,2,0.4,Jason Varitek School,9:30:00 AM,5:00:00 PM,"205 Roxbury St, 02119",42.330591,-71.091208,0.4,42.377409999999998,-71.066590000000005
1874,36,ROSEMONT ST,2122,42.292996,-71.055656,D2D,5,25025100601,3,0.5,Dom DiMaggio School,8:30:00 AM,4:00:00 PM,"60 Washington St, 02121",42.307152,-71.081162,0.0,42.292996000000002,-71.055655999999999
1875,36,BELLVISTA RD,2134,42.3461,-71.136934,Corner,5,25025000701,3,0.5,Reggie Smith School,9:30:00 AM,5:00:00 PM,"40 Gordon Ave, 02136",42.256769,-71.127075,0.5,42.342480000000002,-71.144859999999994
1876,36,RICHVIEW ST,2124,42.27806,-71.06197,Corner,2,25025100800,4,0.4,Johnny Pesky School,8:30:00 AM,4:00:00 PM,"236 Beech St, 02131",42.281233,-71.141075,0.4,42.278750000000002,-71.066029999999998
1877,36,SUNSET HILL RD,2132,42.28991,-71.14454,D2D,6,25025110601,1,0.5,Tony Conigliaro School,8:30:00 AM,3:10:00 PM,"7 Bolster St, 02130",42.321804,-71.105636,0.0,42.289909999999999,-71.144540000000006
1878,36,BELLVISTA RD,2134,42.3461,-71.136934,D2D,2,25025000701,3,0.3,Ben Mondor School,7:30:00 AM,3:00:00 PM,"205 Townsend St, 02121",42.316794,-71.084757,0.0,42.3461,-71.136933999999997
1879,36,WARREN AV,2136,42.25262,-71.1167,Corner,0,25025140202,2,0.3,Tony Conigliaro School,8:30:00 AM,3:10:00 PM,"7 Bolster St, 02130",42.321804,-71.105636,0.3,42.25103,-71.12033000000001
1880,36,ASHLAND ST,2122,42.29995,-71.05153,Corner,2,25025092101,6,0.4,Joe Castiglione School,7:30:00 AM,2:10:00 PM,"140 Russett Rd, 02132",42.29256,-71.152211,0.4,42.296500000000002,-71.056240000000003
1881,36,BOTHWELL RD,2135,42.353148,-71.161582,Corner,4,25025000201,2,0.5,John Taylor School,9:30:00 AM,5:00:00 PM,"450 Poplar St, 02131",42.274604,-71.127316,0.5,42.351320000000001,-71.170313000000007
1882,36,TAPPAN ST,2131,42.28975,-71.13194,Corner,4,25025110607,1,0.5,Luis Tiant School,9:30:00 AM,5:00:00 PM,"6 Shirley St, 02119",42.323526,-71.072897,0.5,42.291260000000001,-71.139440000000008
1883,36,BRACKETT ST,2135,42.351381,-71.165394,Corner,4,25025000201,2,0.5,Jimmy Collins School,7:30:00 AM,3:00:00 PM,"5125 Washington St, 02132",42.263432,-71.155874,0.5,42.351320000000001,-71.170313000000007
1884,36,BRACKETT ST,2135,42.351381,-71.165394,Corner,6,25025000201,2,0.5,Tommy Harper School,8:30:00 AM,4:00:00 PM,"396 Northampton St, 02118",42.340473,-71.08306,0.5,42.351320000000001,-71.170313000000007
1885,36,BARTLETT ST,2129,42.37772,-71.06304,D2D,0,25025040300,3,0.3,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.0,42.377720000000004,-71.063040000000001
1886,36,BALFOUR ST,2125,42.315108,-71.076325,Corner,4,25025090400,6,0.5,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.5,42.312748999999997,-71.083101999999997
1887,36,WORCESTER SQ,2118,42.33635,-71.07396,Corner,6,25025071101,7,0.5,Ellis Kinder School,8:30:00 AM,3:10:00 PM,"60 Hawthorne St, 02136",42.28301,-71.126357,0.5,42.337429999999998,-71.075209999999998
1888,36,DELLE AV,2120,42.331068,-71.099075,D2D,3,25025080900,3,0.5,Larry Gardner School,8:30:00 AM,4:00:00 PM,"325 Mt Vernon St, 02125",42.317259,-71.042872,0.0,42.331068000000002,-71.099074999999999
1889,36,ROSEMARY ST,2130,42.30437,-71.11279,D2D,6,25025120201,3,0.4,Tom Yawkey School,7:30:00 AM,2:10:00 PM,"70 Worcester St, 02118",42.338748,-71.077747,0.0,42.304369999999999,-71.112790000000004
1890,36,WORCESTER SQ,2118,42.33635,-71.07396,Corner,6,25025071101,7,0.5,Joe Dobson School,8:30:00 AM,4:00:00 PM,"61 School St, 02119",42.313946,-71.097867,0.5,42.337429999999998,-71.075209999999998
1891,36,WHITE OAK RD,2132,42.27939,-71.14794,Corner,2,25025130300,3,0.4,Don Zimmer School,9:30:00 AM,5:00:00 PM,"67 Alleghany St, 02120",42.330669,-71.099301,0.4,42.280990000000003,-71.145469999999989
1892,36,NAHANT AV,2122,42.288,-71.05315,D2D,3,25025100700,3,0.5,Wes Ferrell School,8:30:00 AM,3:10:00 PM,"20 Child St, 02130",42.307318,-71.114485,0.0,42.288000000000004,-71.053150000000002
1893,36,WESTGATE RD,2467,42.301344,-71.165803,Corner,3,25025130100,1,0.5,Nomar Garciaparra School,8:30:00 AM,3:10:00 PM,"54 Dighton St, 02135",42.347796,-71.155576,0.5,42.297688999999998,-71.172977000000003
1894,36,ROSEMONT ST,2122,42.292996,-71.055656,Corner,0,25025100601,3,0.3,Joe Castiglione School,7:30:00 AM,2:10:00 PM,"140 Russett Rd, 02132",42.29256,-71.152211,0.3,42.290289999999999,-71.05601999999999
1895,36,SAXTON ST,2125,42.31364,-71.0545,Corner,0,25025091100,3,0.3,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.3,42.310879999999997,-71.057919999999996
1896,36,LAWRENCE ST,2116,42.34581,-71.07371,D2D,2,25025070300,5,0.4,Vern Stephens School,9:30:00 AM,5:00:00 PM,"50 Bunker Hill St, 02129",42.37668,-71.057759,0.0,42.34581,-71.073709999999991
1897,36,SPENCER ST,2124,42.2958,-71.07648,Corner,3,25025092300,7,0.5,Carl Yastrzemski School,7:30:00 AM,3:00:00 PM,"11 Charles St, 02122",42.300881,-71.061732,0.5,42.297921000000002,-71.073095999999993
1898,36,VAUGHAN AV,2121,42.306567,-71.076139,D2D,3,25025090200,7,0.5,Billy Goodman School,8:30:00 AM,4:00:00 PM,"20 Child Street, 02130",42.307318,-71.114485,0.0,42.306567000000001,-71.076138999999998
1899,36,FLOYD ST,2124,42.28961,-71.08827,D2D,3,25025100100,6,0.5,Johnny Pesky School,8:30:00 AM,4:00:00 PM,"236 Beech St, 02131",42.281233,-71.141075,0.0,42.289609999999996,-71.088269999999994
1900,36,A ST,2127,42.34138,-71.05643,D2D,3,25025061200,6,0.5,Tris Speaker School,7:30:00 AM,2:10:00 PM,"40 Pershing Rd, 02130",42.318999,-71.114084,0.0,42.341380000000001,-71.056430000000006
1901,36,COURTNEY RD,2132,42.29541,-71.14836,Corner,1,25025110601,1,0.4,Dick Bresciani School,7:30:00 AM,3:00:00 PM,"20 Church St, 02116",42.348816,-71.068212,0.4,42.293779999999998,-71.148049999999998
1902,36,HAVERFORD ST,2130,42.31313,-71.10209,D2D,5,25025120301,5,0.5,Jean Yawkey School,9:30:00 AM,5:00:00 PM,"105 Cummins Hgwy, 02131",42.283304,-71.125275,0.0,42.313130000000001,-71.102090000000004
1903,37,ROUND HILL ST,2130,42.32473,-71.10581,D2D,3,25025081200,4,0.5,Ellis Kinder School,8:30:00 AM,3:10:00 PM,"60 Hawthorne St, 02136",42.28301,-71.126357,0.0,42.324729999999995,-71.105809999999991
1904,37,BEACON ST,2136,42.253464,-71.116028,Corner,6,25025140202,2,0.4,Harry Hooper School,7:30:00 AM,2:10:00 PM,"9 Peacevale Rd, 02124",42.285125,-71.076013,0.4,42.256990000000002,-71.112040000000007
1905,37,DALE ST,2119,42.32091,-71.08394,Corner,5,25025081700,7,0.5,Rico Petrocelli School,8:30:00 AM,4:00:00 PM,"200 Heath St, 02130",42.326009,-71.106552,0.5,42.322949999999999,-71.081859999999992
1906,37,SYMPHONY RD,2115,42.3431,-71.0883,D2D,5,25025010404,1,0.5,Tim Wakefield School,9:30:00 AM,4:10:00 PM,"85 Olney St, 02121",42.306015,-71.073605,0.0,42.3431,-71.088300000000004
1907,37,MILL ST,2122,42.298669,-71.052282,Corner,4,25025092101,6,0.5,Eddie Collins School,7:30:00 AM,3:00:00 PM,"50 St Mary St, 02215",42.347944,-71.106757,0.5,42.29513,-71.055970000000002
1908,37,I ST,2127,42.33687,-71.04012,D2D,2,25025060501,4,0.4,Roger Clemens School,7:30:00 AM,3:00:00 PM,"200 Heath St, 02130",42.326009,-71.106552,0.0,42.336870000000005,-71.040120000000002
1909,37,MOREY RD,2132,42.29513,-71.14128,Corner,1,25025110601,1,0.2,Dwight Evans School,8:30:00 AM,3:10:00 PM,"90 Warren Ave, 02116",42.344252,-71.07349,0.2,42.29316,-71.141769999999994
1910,37,MARION ST,2128,42.37946,-71.03834,Corner,5,25025050101,3,0.5,Dom DiMaggio School,8:30:00 AM,4:00:00 PM,"60 Washington St, 02121",42.307152,-71.081162,0.5,42.377969999999998,-71.029673000000003
1911,37,HAMPSTEAD RD,2130,42.303898,-71.115978,D2D,4,25025120104,2,0.5,Larry Gardner School,8:30:00 AM,4:00:00 PM,"325 Mt Vernon St, 02125",42.317259,-71.042872,0.0,42.303897999999997,-71.115977999999998
1912,37,MONMOUTH ST,2128,42.37983,-71.03755,D2D,3,25025050101,3,0.5,Curt Schilling School,9:30:00 AM,4:10:00 PM,"95 Beechcroft St, 02135",42.352125,-71.160745,0.0,42.379829999999998,-71.037549999999996
1913,37,N MEAD ST,2129,42.382222,-71.066066,Corner,6,25025040600,3,0.5,John Harrington School,8:30:00 AM,4:00:00 PM,"154 Ruskindale Rd, 02126",42.26739,-71.104443,0.5,42.380470000000003,-71.065349999999995
1914,37,CONCORD SQ,2118,42.34178,-71.07903,Corner,4,25025070800,3,0.5,Roger Clemens School,7:30:00 AM,3:00:00 PM,"200 Heath St, 02130",42.326009,-71.106552,0.5,42.337429999999998,-71.075209999999998
1915,37,STONEHURST ST,2122,42.30499,-71.06684,D2D,3,25025091700,5,0.5,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.0,42.304990000000004,-71.066839999999999
1916,37,NIKISCH AV,2131,42.27841,-71.14032,Corner,2,25025110501,1,0.3,Cy Young School,7:30:00 AM,2:10:00 PM,"655 Metropolitan Av, 02136",42.262783,-71.117881,0.3,42.279299999999999,-71.139870000000002
1917,37,TOWER ST,2130,42.29903,-71.11209,D2D,3,25025110103,3,0.5,Curt Gowdy School,7:30:00 AM,3:00:00 PM,"95 G St, 02127",42.332875,-71.044888,0.0,42.299030000000002,-71.112090000000009
1918,37,POMEROY ST,2134,42.35382,-71.14233,D2D,0,25025000601,5,0.3,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.0,42.353819999999999,-71.142330000000001
1919,37,FORT AV,2119,42.32594,-71.09468,D2D,5,25025081400,6,0.5,Jimmie Foxx School,7:30:00 AM,3:00:00 PM,"50 Burke St, 02127",42.337285,-71.085266,0.0,42.325940000000003,-71.094680000000011
1920,37,MIDDLE ST,2127,42.331737,-71.055301,D2D,6,25025061200,6,0.5,Bruce Hurst School,8:30:00 AM,4:00:00 PM,"144 McBride St, 02130",42.306584,-71.109228,0.0,42.331736999999997,-71.055301
1921,37,MT EVERETT ST,2125,42.310068,-71.070582,Corner,4,25025091800,6,0.5,Reggie Smith School,9:30:00 AM,5:00:00 PM,"40 Gordon Ave, 02136",42.256769,-71.127075,0.5,42.30292,-71.070260000000005
1922,37,ATHELWOLD ST,2124,42.296052,-71.077858,Corner,5,25025092300,7,0.4,Mo Vaughn School,9:30:00 AM,4:10:00 PM,"30 Athol St, 02134",42.360776,-71.133959,0.4,42.297921000000002,-71.073095999999993
1923,37,STRATTON ST,2124,42.28969,-71.0878,Corner,0,25025100100,6,0.3,Tommy Harper School,8:30:00 AM,4:00:00 PM,"396 Northampton St, 02118",42.340473,-71.08306,0.3,42.293089999999999,-71.088880000000003
1924,37,MT HOPE ST,2131,42.2839,-71.11758,Corner,5,25025110201,4,0.5,John Taylor School,9:30:00 AM,5:00:00 PM,"450 Poplar St, 02131",42.274604,-71.127316,0.5,42.277879999999996,-71.121719999999996
1925,37,NEW HAVEN ST,2132,42.26668,-71.16641,Corner,6,25025130402,2,0.5,Tom Yawkey School,7:30:00 AM,2:10:00 PM,"70 Worcester St, 02118",42.338748,-71.077747,0.5,42.270899999999997,-71.17183
1926,37,WORCESTER ST,2118,42.33859,-71.07672,Corner,3,25025070900,6,0.5,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.5,42.337429999999998,-71.075209999999998
1927,37,FIRTH RD,2131,42.28746,-71.12417,D2D,6,25025110401,4,0.5,Bill Monbouquette School,8:30:00 AM,4:00:00 PM,"240 Medford St, 02129",42.380102,-71.061057,0.0,42.287459999999996,-71.124169999999992
1928,37,GOLDSMITH ST,2130,42.30754,-71.11876,Corner,3,25025120104,2,0.5,Wade Boggs School,7:30:00 AM,2:10:00 PM,"50 School St, 02129",42.377893,-71.064634,0.5,42.308593000000002,-71.118949999999998
1929,37,BEACON ST,2108,42.35723,-71.06567,Corner,1,25025020101,2,0.2,Tris Speaker School,7:30:00 AM,2:10:00 PM,"40 Pershing Rd, 02130",42.318999,-71.114084,0.2,42.359353000000006,-71.068041000000008
1930,37,GRAY ST,2116,42.34561,-71.07168,D2D,6,25025070300,5,0.5,Nomar Garciaparra School,8:30:00 AM,3:10:00 PM,"54 Dighton St, 02135",42.347796,-71.155576,0.0,42.345610000000001,-71.071680000000001
1931,37,PETER PARLEY RD,2130,42.31057,-71.10074,Corner,0,25025120301,5,0.3,John Gorman School,8:30:00 AM,4:00:00 PM,"110 Beachview Rd, 02128",42.391629,-71.005053,0.3,42.307029999999997,-71.102909999999994
1932,38,ARDALE ST,2131,42.29127,-71.13446,Corner,2,25025110607,1,0.4,Tim Wakefield School,9:30:00 AM,4:10:00 PM,"85 Olney St, 02121",42.306015,-71.073605,0.4,42.291260000000001,-71.139440000000008
1933,38,ALDRICH ST,2131,42.28513,-71.14012,Corner,5,25025110501,1,0.4,Tris Speaker School,7:30:00 AM,2:10:00 PM,"40 Pershing Rd, 02130",42.318999,-71.114084,0.4,42.288629999999998,-71.144109999999998
1934,38,BRUCEWOOD                 ST  ,2132,42.29436,-71.1549,Corner,6,25025130100,1,0.5,Ellis Kinder School,8:30:00 AM,3:10:00 PM,"60 Hawthorne St, 02136",42.28301,-71.126357,0.5,42.291550000000001,-71.158109999999994
1935,38,UPTON ST,2136,42.25047,-71.14099,D2D,3,25025140102,3,0.5,Babe Ruth School,7:30:00 AM,3:00:00 PM,"78 Louis Pasteur, 02115",42.337962,-71.101323,0.0,42.25047,-71.140990000000002
1936,38,HOLBROOK ST,2130,42.31074,-71.11787,Corner,6,25025120103,1,0.5,Jim Lonborg School,8:30:00 AM,4:00:00 PM,"270 Columbia Rd, 02121",42.309175,-71.0756,0.5,42.308593000000002,-71.118949999999998
1937,38,HOLBROOK ST,2130,42.31074,-71.11787,D2D,4,25025120103,1,0.5,Curt Schilling School,9:30:00 AM,4:10:00 PM,"95 Beechcroft St, 02135",42.352125,-71.160745,0.0,42.310740000000003,-71.117869999999996
1938,38,GUERNSEY ST,2131,42.28827,-71.1424,D2D,1,25025110607,1,0.4,Joe Morgan School,8:30:00 AM,3:10:00 PM,"195 Leyden St, 02128",42.388404,-71.004216,0.0,42.288270000000004,-71.142399999999995
1939,38,CEDAR ST,2119,42.324712,-71.090579,D2D,3,25025081500,5,0.5,Jimmy Collins School,7:30:00 AM,3:00:00 PM,"5125 Washington St, 02132",42.263432,-71.155874,0.0,42.324711999999998,-71.090579000000005
1940,38,HECLA ST,2122,42.30667,-71.06038,Corner,4,25025091600,6,0.3,Sr. Kennedy School,8:30:00 AM,3:10:00 PM,"160 Harrishof St, 02119",42.317688,-71.091564,0.3,42.30697,-71.065899999999999
1941,38,MEADOWVIEW RD,2136,42.23284,-71.12928,D2D,4,25025140201,3,0.5,Billy Goodman School,8:30:00 AM,4:00:00 PM,"20 Child Street, 02130",42.307318,-71.114485,0.0,42.232840000000003,-71.129280000000008
1942,38,CAMERON ST,2125,42.31031,-71.06385,Corner,3,25025091500,6,0.5,Joe Castiglione School,7:30:00 AM,2:10:00 PM,"140 Russett Rd, 02132",42.29256,-71.152211,0.5,42.310879999999997,-71.057919999999996
1943,38,SOUTHBOURNE RD,2130,42.29043,-71.11663,D2D,3,25025110103,3,0.5,George Lewis School,8:30:00 AM,3:10:00 PM,"10 Fenwood Rd, 02115",42.33392,-71.106364,0.0,42.290430000000001,-71.116630000000001
1944,38,SEATTLE ST,2134,42.360094,-71.12514,Corner,2,25025000802,4,0.4,Nomar Garciaparra School,8:30:00 AM,3:10:00 PM,"54 Dighton St, 02135",42.347796,-71.155576,0.4,42.360720000000001,-71.129809999999992
1945,38,SALMAN ST,2132,42.26524,-71.16532,D2D,6,25025130402,2,0.5,Cy Young School,7:30:00 AM,2:10:00 PM,"655 Metropolitan Av, 02136",42.262783,-71.117881,0.0,42.265240000000006,-71.165319999999994
1946,38,SHEFFIELD RD,2131,42.29062,-71.13484,D2D,4,25025110607,1,0.5,Ned Martin School,8:30:00 AM,4:00:00 PM,"50 Beechcroft St, 02135",42.351069,-71.161468,0.0,42.290620000000004,-71.134839999999997
1947,38,DWIGHT ST,2118,42.34433,-71.06922,Corner,0,25025070500,4,0.3,Don Zimmer School,9:30:00 AM,5:00:00 PM,"67 Alleghany St, 02120",42.330669,-71.099301,0.3,42.341250000000002,-71.070390000000003
1948,38,FARADAY ST,2136,42.2451,-71.12449,D2D,2,25025140202,2,0.4,Eddie Collins School,7:30:00 AM,3:00:00 PM,"50 St Mary St, 02215",42.347944,-71.106757,0.0,42.245100000000001,-71.124490000000009
1949,38,LOURDES AV,2131,42.306955,-71.103518,Corner,2,25025120201,3,0.3,Bill Lee School,8:30:00 AM,3:10:00 PM,"25 Warren St, 02135",42.349138,-71.145516,0.3,42.303829999999998,-71.103809999999996
1950,38,SLOCUM RD,2130,42.30851,-71.1259,D2D,6,25025120105,1,0.5,Bruce Hurst School,8:30:00 AM,4:00:00 PM,"144 McBride St, 02130",42.306584,-71.109228,0.0,42.308509999999998,-71.125900000000001
1951,39,CHESTNUT AV,2130,42.32105,-71.10308,Corner,0,25025120500,6,0.2,Ned Martin School,8:30:00 AM,4:00:00 PM,"50 Beechcroft St, 02135",42.351069,-71.161468,0.2,42.31991,-71.103279999999998
1952,39,MYSTIC ST,2129,42.38051,-71.06193,Corner,2,25025040300,3,0.4,Jimmy Collins School,7:30:00 AM,3:00:00 PM,"5125 Washington St, 02132",42.263432,-71.155874,0.4,42.380470000000003,-71.065349999999995
1953,39,LAWLEY ST,2122,42.28987,-71.04113,D2D,1,25025100603,4,0.4,Ned Martin School,8:30:00 AM,4:00:00 PM,"50 Beechcroft St, 02135",42.351069,-71.161468,0.0,42.289870000000001,-71.04113000000001
1954,39,MIAMI AV,2132,42.27485,-71.16442,Corner,2,25025130402,2,0.4,Dave Ferriss School,8:30:00 AM,4:00:00 PM,"150 Newbury St, 02116",42.350546,-71.07797,0.4,42.27693,-71.166759999999996
